name_en,name_ko,tier,region_group,ko_source,note
Kōshū,고슈,,,manual,
Lacrima,라크리마,,,manual,
Lagrein,라그레인,,,manual,
Lambrusco,람브루스코,,,added,
Lekuri Yurdzeni,레쿠리 유르제니,,,wikidata,
Loureiro,로레이루,,,manual,
Macabeo,마카베오,,,manual,
Maccabeu,마카뵈,,,added,
Magliocco Dolce,말리오코,,,manual,
Malagousia,말라구시아,,,manual,
Malbec,말벡,,,manual,
Malvasia,말바지아,,,manual,
Malvasia di Casorzo,말바지아 디 카소르초,,,manual,
Mammolo,맘몰로,,,manual,
Marquette,마켓,,,added,
Marsanne,마르산,,,manual,
Martha,마사,,,auto,
Marzemino,마르체미노,,,manual,
Mazuelo,마수엘로,,,added,
Melon de Bourgogne,믈롱 드 부르고뉴,,,manual,
Mencia,멘시아,,,manual,
Merlic,메를리크,,,wikidata,
Merlot,메를로,,,manual,
Minnella,민넬라,,,added,
Minutolo,미누톨로,,,manual,
Misket Trakiyski,미스케트 트라키이스키,,,wikidata,
Mission,미션,,,wikidata,
Mkvivi Yurdzeni,므크비비 유르제니,,,wikidata,
Molinara,몰리나라,,,manual,
Mondeuse Noire,몽되즈 누아르,,,manual,
Monica,모니카,,,manual,
Montepulciano,몬테풀치아노,,,manual,
Montepulciano d'Abruzzo,몬테풀차노 다브루초,,,added,
Moscatel,모스카텔,,,added,
Moscato,모스카토,,,added,
Moscato Bianco,모스카토 비앙코,,,added,
Moscato d'Asti,모스카토 다스티,,,added,
Moschofilero,모스코필레로,,,manual,
Mourvèdre,무르베드르,,,manual,
Mtsvane,므츠바네,,,manual,
Muscadelle,뮈스카델,,,manual,
Muscat,무스카,,,alias,
Muscat Blanc à Petits Grains,뮈스카 블랑 아 프티 그랭,,,manual,
Muscat Ottonel,뮈스카,,,manual,
Muscat of Alexandria,머스캣 오브 알렉산드리아,,,manual,
Müller-Thurgau,뮐러 투르가우,,,manual,
Nascetta,나셰타,,,manual,
Nebbiolo,네비올로,,,manual,
Negroamaro,네그로아마로,,,manual,
Nerello Cappuccio,네렐로 카푸초,,,manual,
Nerello Mascalese,네렐로 마스칼레제,,,manual,
Nero d'Avola,네로 다볼라,,,manual,
Nero di Troia,네로 디 트로이아,,,added,
Niagara,나이아가라,,,auto,
Nocera,노체라,,,manual,
Norton,노턴,,,added,
Nosiola,노시올라,,,manual,
Nuragus,누라구스,,,manual,
Négrette,네그레트,,,manual,
Ormeasco,오르메아스코,,,added,
Oseleta,오셀레타,,,manual,
Pallagrello bianco,팔라그렐로 비앙코,,,manual,
Pallagrello nero,팔라그렐로 네로,,,manual,
Palomino,팔로미노,,,manual,
Parellada,파레야다,,,manual,
Parkent grape,파르켄트 포도,,,wikidata,
Passerina,파세리나,,,manual,
Pecorino,페코리노,,,manual,
Pedro Ximénez,페드로 히메네스,,,manual,
Pelaverga,펠라베르가,,,manual,
Perricone,페리코네,,,manual,
Petit Manseng,프티 망생,,,manual,
Petit Verdot,프티 베르도,,,manual,
Petite Sirah,프티트 시라,,,added,
Picolit,피콜리트,,,manual,
Picpoul,픽풀,,,added,
Pigato,피가토,,,manual,
Pignolo,피뇰로,,,manual,
Pineau d'Aunis,피노 도니,,,manual,
Pinot gris,피노 그리,,,manual,
Pinot meunier,피노 뫼니에,,,manual,
Pinot noir,피노 누아,,,manual,
Pinotage,피노타지,,,manual,
Pione,피오네,,,wikidata,
Plavac Mali,플라바츠 말리,,,manual,
Portugieser,포르투기저,,,added,
Poulsard,풀사르,,,manual,
Pugnitello,푸니텔로,,,manual,
Racina Piccola,라치나 피콜라,,,wikidata,
Red Eagle,레드 이글,,,auto,
Refosco,레포스코,,,manual,
Refosco dal Peduncolo Rosso,레포스코 달 페둔콜로 로소,,,manual,
Reginella,레지넬라,,,wikidata,
Ribolla Gialla,리볼라 지알라,,,manual,
Rieslaner,리슬라너,,,manual,
Riesling,리슬링,,,manual,
Rkatsiteli,르카치텔리,,,manual,
Roditis,로디티스,,,added,
Rondinella,론디넬라,,,manual,
Rossese nero,로세제,,,manual,
Roussanne,루산,,,manual,
Roussi,루시,,,wikidata,
Ruby Seedless,루비 시들리스,,,wikidata,
Ruché,루케,,,manual,
Ruen,루엔,,,wikidata,
Sagrantino,사그란티노,,,manual,
Sangiovese,산지오베제,,,manual,
Santa Maria,산타 마리아,,,auto,
Saperavi,사페라비,,,manual,
Sauvignon blanc,소비뇽 블랑,,,manual,
Sauvignon vert,프리울라노,,,manual,
Savagnin,사바냉,,,manual,
Scheurebe,쇼이레베,,,manual,
Schiava,스키아바,,,manual,
Schioppettino,스키오페티노,,,manual,
Semidano,세미다노,,,manual,
Seneca,세네카,,,auto,
Septemvriyski Rubin,셉템브리스키 루빈,,,wikidata,
Seyval Blanc,세이발 블랑,,,manual,
Shasla Misketova,샤슬라 미스케토바,,,wikidata,
Shavi Yurdzeni,샤비 유르제니,,,wikidata,
Shine Muscat,샤인머스캣,,,wikidata,
Shishveli,시시벨리,,,wikidata,
Silvaner,실바너,,,manual,
Sousao,소자웅,,,added,
St. Laurent,장크트 라우렌트,,,manual,
Sungurlarski Biser,순구를라르스키 비세르,,,wikidata,
Susumaniello,수수마니엘로,,,manual,
Symphony,심포니,,,added,
Syrah,시라,,,manual,
Sémillon,세미용,,,manual,
Tannat,타나,,,manual,
Tazzelenghe,타첼렌게,,,manual,
Tempranillo,템프라니요,,,manual,
Teroldego,테롤데고,,,manual,
Thita Kakhuri,티타 카후리,,,wikidata,
Thita Kartluri,티타 카르틀루리,,,wikidata,
Thita Rachuli,티타 라출리,,,wikidata,
Timorasso,티모라소,,,manual,
Tinta Barroca,틴타 바로카,,,added,
Tinta Cao,틴타 까웅,,,added,
Tinta Roriz,틴타 로리스,,,added,
Tkbili Yurdzeni,트크빌리 유르제니,,,wikidata,
Torbato,토르바토,,,manual,
Torrontés,토론테스,,,manual,
Touriga Franca,투리가 프랑카,,,added,
Touriga Nacional,투리가 나시오날,,,manual,
Trajadura,트라자두라,,,added,
Trakiyska Slava,트라키스카 슬라바,,,wikidata,
Trebbiano,트레비아노,,,manual,
Trebbiano Spoletino,트레비아노 스폴레티노,,,manual,
Trincadeira,트린카데이라,,,added,
Trollinger,트롤링거,,,manual,
Trousseau,트루소,,,manual,
Tsalenjikhis Tetri,츠알렌지히스 테트리,,,wikidata,
Tsitsiliani Kapistoni,치치리아니 카피스토니,,,wikidata,
Turbiana,투르비아나,,,added,
Ugni blanc,위니 블랑,,,added,
Uva Rara,우바 라라,,,manual,
Uva di Troia,우바 디 트로이아,,,manual,
Vardisperi Yurdzeni,바르디스페리 유르제니,,,wikidata,
Verdeca,베르데카,,,manual,
Verdejo,베르데호,,,manual,
Verdicchio,베르디키오,,,manual,
Verduzzo,베르두초,,,manual,
Vermentino,베르멘티노,,,manual,
Vernaccia,베르나차,,,manual,
Vernaccia Nera,베르나차 네라,,,manual,
Vernaccia di Oristano,베르나차 디 오리스타노,,,manual,
Vernatsch,베르나치,,,added,
Vespolina,베스폴리나,,,manual,
Vidal Blanc,비달 블랑,,,manual,
Viognier,비오니에,,,manual,
Vitis amurensis,왕머루,,,wikidata,
Vitis coignetiae,머루,,,wikidata,
Vitis labrusca,미국포도,,,wikidata,
Vitovska,비토브스카,,,manual,
Vodorin,보도린,,,wikidata,
Weissburgunder,바이스부르군더,,,added,
Welschriesling,벨쉬리슬링,,,added,
Xarel-lo,자렐로,,,added,
Xarel·lo,사렐로,,,manual,
Xinomavro,시노마브로,,,manual,
Zibibbo,지비보,,,added,
Zinfandel,진판델,,,manual,
Zweigelt,츠바이겔트,,,manual,
grape variety,양조용,,,wikidata,
sultana,설태너,,,wikidata,
table grape variety,식용,,,wikidata,
